Total Rules: 127405

P0=53507 	P1=0     	P2=73897 	P3=1     	P4=0     	
P5=0     	P6=0     	P7=0     	P8=0     	P9=0     	
P10=0     	P11=0     	P12=0     	P13=0     	P14=0     	
protocalVar= 26663

srcMask=0: 21664
 1:    0	 2:    0	 3:    0	 4:    0	 5:    0	 6:    0	 7:    0	 8:    0	
 9:    0	10:    0	11:    0	12:  810	13:    0	14:    0	15:    0	16:    0	
17:    0	18:    0	19: 5878	20: 1623	21: 3945	22: 2490	23: 3295	24: 4318	
25:  814	26:    0	27:  785	28: 2339	29:    0	30:    0	31:  655	32: 78789	

dstMask=0: 76184
 1:    0	 2:    0	 3:    0	 4:    0	 5:    0	 6:    0	 7:    0	 8:    0	
 9:    0	10:    0	11:    0	12:  820	13:    0	14:    0	15:    0	16:    0	
17:    0	18:    0	19: 5907	20: 1594	21: 3987	22: 2492	23: 3418	24: 3443	
25:    0	26:    0	27:    0	28:    0	29:    0	30:    0	31:    0	32: 29560	

No.	src1	src2	src3	src4	dst1	dst2	dst3	dst4	srcPort	dstPort	sPWidth	dPWidth
180	  16	  92	  31	 304	  15	  87	  12	 121	 114	   0	   0	   0
181	  15	  82	  32	 287	  16	  69	  11	 123	 134	   0	   0	   0
182	  15	  85	  28	 314	  16	  79	  13	 124	 144	   0	   0	   0
183	  16	  75	  29	 286	  16	  79	  17	 111	 109	   0	   0	   0
184	  16	  66	  27	 299	  15	  64	  15	 121	 136	   0	   0	   0
185	  15	  65	  30	 303	  16	  75	  11	 105	 111	   0	   0	   0
186	  16	  55	  25	 289	  16	  55	  12	 109	 127	   0	   0	   0
187	  16	  60	  29	 316	  16	  64	  14	 123	 127	   0	   0	   0
188	  16	  52	  31	 323	  16	  52	  13	 107	 136	   0	   0	   0
189	  16	  48	  27	 299	  16	  49	  14	 118	 130	   0	   0	   0
190	  16	  49	  28	 291	  16	  52	  12	 108	 144	   0	   0	   0
191	  15	  41	  29	 315	  16	  49	  13	 109	 124	   0	   0	   0
192	  16	  42	  27	 325	  16	  40	  13	 121	 149	   0	   0	   0
193	  16	  46	  27	 312	  14	  42	  14	 113	 143	   0	   0	   0
194	  16	  36	  25	 283	  16	  40	  15	 113	 122	   0	   0	   0
